"leghayjkpnea.com","0","2015-01-30 00:00:00","2015-02-05 23:59:59","bedep_dga_0x9be6851a_0xd666e1f3_0x2666ca48_table1_48"
"wimyfnkctlekmszmwo.com","1","2015-01-30 00:00:00","2015-02-05 23:59:59","bedep_dga_0x9be6851a_0xd666e1f3_0x2666ca48_table1_48"
"bvsqpghuoyvtyu7x.com","2","2015-01-30 00:00:00","2015-02-05 23:59:59","bedep_dga_0x9be6851a_0xd666e1f3_0x2666ca48_table1_48"
"chilzxflhia8f.com","3","2015-01-30 00:00:00","2015-02-05 23:59:59","bedep_dga_0x9be6851a_0xd666e1f3_0x2666ca48_table1_48"
"bbsdxukzcmatbtso.com","4","2015-01-30 00:00:00","2015-02-05 23:59:59","bedep_dga_0x9be6851a_0xd666e1f3_0x2666ca48_table1_48"
"mxuukfcummofwzgmh.com","5","2015-01-30 00:00:00","2015-02-05 23:59:59","bedep_dga_0x9be6851a_0xd666e1f3_0x2666ca48_table1_48"
"fwjaasaraggsi6t.com","6","2015-01-30 00:00:00","2015-02-05 23:59:59","bedep_dga_0x9be6851a_0xd666e1f3_0x2666ca48_table1_48"
"oaplreinpeugk7p.com","7","2015-01-30 00:00:00","2015-02-05 23:59:59","bedep_dga_0x9be6851a_0xd666e1f3_0x2666ca48_table1_48"
"mxbnrrevkcasogb.com","8","2015-01-30 00:00:00","2015-02-05 23:59:59","bedep_dga_0x9be6851a_0xd666e1f3_0x2666ca48_table1_48"
"cvocaapzxeux30.com","9","2015-01-30 00:00:00","2015-02-05 23:59:59","bedep_dga_0x9be6851a_0xd666e1f3_0x2666ca48_table1_48"
"khsujtadqlmtmbqh6x.com","10","2015-01-30 00:00:00","2015-02-05 23:59:59","bedep_dga_0x9be6851a_0xd666e1f3_0x2666ca48_table1_48"
"hmafchygjlzzw13.com","11","2015-01-30 00:00:00","2015-02-05 23:59:59","bedep_dga_0x9be6851a_0xd666e1f3_0x2666ca48_table1_48"
"eitmcvhoodomxtbji.com","12","2015-01-30 00:00:00","2015-02-05 23:59:59","bedep_dga_0x9be6851a_0xd666e1f3_0x2666ca48_table1_48"
"trlekmynqihxxhy6k.com","13","2015-01-30 00:00:00","2015-02-05 23:59:59","bedep_dga_0x9be6851a_0xd666e1f3_0x2666ca48_table1_48"
"gbsnjplbpkkz2d.com","14","2015-01-30 00:00:00","2015-02-05 23:59:59","bedep_dga_0x9be6851a_0xd666e1f3_0x2666ca48_table1_48"
"gnizufpquczbfmi45.com","15","2015-01-30 00:00:00","2015-02-05 23:59:59","bedep_dga_0x9be6851a_0xd666e1f3_0x2666ca48_table1_48"
"dfimghqgogacesyc0x.com","16","2015-01-30 00:00:00","2015-02-05 23:59:59","bedep_dga_0x9be6851a_0xd666e1f3_0x2666ca48_table1_48"
"yqiwuuvhqovcms01.com","17","2015-01-30 00:00:00","2015-02-05 23:59:59","bedep_dga_0x9be6851a_0xd666e1f3_0x2666ca48_table1_48"
"hhromtfbtnoxitc.com","18","2015-01-30 00:00:00","2015-02-05 23:59:59","bedep_dga_0x9be6851a_0xd666e1f3_0x2666ca48_table1_48"
"ovqvkwplzthhta5.com","19","2015-01-30 00:00:00","2015-02-05 23:59:59","bedep_dga_0x9be6851a_0xd666e1f3_0x2666ca48_table1_48"
"hiqrytygkeniatl7.com","20","2015-01-30 00:00:00","2015-02-05 23:59:59","bedep_dga_0x9be6851a_0xd666e1f3_0x2666ca48_table1_48"
"zzpypdarkaqrcmmhqm.com","21","2015-01-30 00:00:00","2015-02-05 23:59:59","bedep_dga_0x9be6851a_0xd666e1f3_0x2666ca48_table1_48"
"yymmsxtjniaxkrhgc.com","22","2015-01-30 00:00:00","2015-02-05 23:59:59","bedep_dga_0x9be6851a_0xd666e1f3_0x2666ca48_table1_48"
"bkryrwwrxajevwf6k.com","23","2015-01-30 00:00:00","2015-02-05 23:59:59","bedep_dga_0x9be6851a_0xd666e1f3_0x2666ca48_table1_48"
"ethgxnkicxviy00.com","24","2015-01-30 00:00:00","2015-02-05 23:59:59","bedep_dga_0x9be6851a_0xd666e1f3_0x2666ca48_table1_48"
"rtjadqpatac62.com","25","2015-01-30 00:00:00","2015-02-05 23:59:59","bedep_dga_0x9be6851a_0xd666e1f3_0x2666ca48_table1_48"
"bjmzazotwpyqmpq57.com","26","2015-01-30 00:00:00","2015-02-05 23:59:59","bedep_dga_0x9be6851a_0xd666e1f3_0x2666ca48_table1_48"
"pzxudtprbfjps1.com","27","2015-01-30 00:00:00","2015-02-05 23:59:59","bedep_dga_0x9be6851a_0xd666e1f3_0x2666ca48_table1_48"
"flnteyrrscida2.com","0","2015-01-30 00:00:00","2015-02-05 23:59:59","bedep_dga_0x36a64c8a_0x7cd02d69_0x8cd006d2_table2_48"
"skpxzvauatf3s.com","1","2015-01-30 00:00:00","2015-02-05 23:59:59","bedep_dga_0x36a64c8a_0x7cd02d69_0x8cd006d2_table2_48"
"jjmkntijipob.com","2","2015-01-30 00:00:00","2015-02-05 23:59:59","bedep_dga_0x36a64c8a_0x7cd02d69_0x8cd006d2_table2_48"
"ejutjrfjudurstrv.com","3","2015-01-30 00:00:00","2015-02-05 23:59:59","bedep_dga_0x36a64c8a_0x7cd02d69_0x8cd006d2_table2_48"
"wbcounusdilmpvok.com","4","2015-01-30 00:00:00","2015-02-05 23:59:59","bedep_dga_0x36a64c8a_0x7cd02d69_0x8cd006d2_table2_48"
"oguoozxsogqs.com","5","2015-01-30 00:00:00","2015-02-05 23:59:59","bedep_dga_0x36a64c8a_0x7cd02d69_0x8cd006d2_table2_48"
"uvfgztsrfpmqaelcxp.com","6","2015-01-30 00:00:00","2015-02-05 23:59:59","bedep_dga_0x36a64c8a_0x7cd02d69_0x8cd006d2_table2_48"
"jodgtdzecoasja5.com","7","2015-01-30 00:00:00","2015-02-05 23:59:59","bedep_dga_0x36a64c8a_0x7cd02d69_0x8cd006d2_table2_48"
"kujuhfdaztc3j.com","8","2015-01-30 00:00:00","2015-02-05 23:59:59","bedep_dga_0x36a64c8a_0x7cd02d69_0x8cd006d2_table2_48"
"zhcvjvdbrkfn2d.com","9","2015-01-30 00:00:00","2015-02-05 23:59:59","bedep_dga_0x36a64c8a_0x7cd02d69_0x8cd006d2_table2_48"
"qoummfbgtdetdxnema.com","10","2015-01-30 00:00:00","2015-02-05 23:59:59","bedep_dga_0x36a64c8a_0x7cd02d69_0x8cd006d2_table2_48"
"geczqiyjvprpp.com","11","2015-01-30 00:00:00","2015-02-05 23:59:59","bedep_dga_0x36a64c8a_0x7cd02d69_0x8cd006d2_table2_48"
"zvcyveaxjqcgvfj.com","12","2015-01-30 00:00:00","2015-02-05 23:59:59","bedep_dga_0x36a64c8a_0x7cd02d69_0x8cd006d2_table2_48"
"iamkddbzsoimjiydok.com","13","2015-01-30 00:00:00","2015-02-05 23:59:59","bedep_dga_0x36a64c8a_0x7cd02d69_0x8cd006d2_table2_48"
"wddazgxsnqt9.com","14","2015-01-30 00:00:00","2015-02-05 23:59:59","bedep_dga_0x36a64c8a_0x7cd02d69_0x8cd006d2_table2_48"
"gvnilarqfggkjeiuix.com","15","2015-01-30 00:00:00","2015-02-05 23:59:59","bedep_dga_0x36a64c8a_0x7cd02d69_0x8cd006d2_table2_48"
"viruhayambrmpzlab4.com","16","2015-01-30 00:00:00","2015-02-05 23:59:59","bedep_dga_0x36a64c8a_0x7cd02d69_0x8cd006d2_table2_48"
"tbzigtjzlwaocv.com","17","2015-01-30 00:00:00","2015-02-05 23:59:59","bedep_dga_0x36a64c8a_0x7cd02d69_0x8cd006d2_table2_48"
"mqoyazompinpmkgx.com","18","2015-01-30 00:00:00","2015-02-05 23:59:59","bedep_dga_0x36a64c8a_0x7cd02d69_0x8cd006d2_table2_48"
"ldscovzwmikn.com","19","2015-01-30 00:00:00","2015-02-05 23:59:59","bedep_dga_0x36a64c8a_0x7cd02d69_0x8cd006d2_table2_48"
"cwfxmzreaywbgo2.com","20","2015-01-30 00:00:00","2015-02-05 23:59:59","bedep_dga_0x36a64c8a_0x7cd02d69_0x8cd006d2_table2_48"
"ydnsnreujuhllam.com","21","2015-01-30 00:00:00","2015-02-05 23:59:59","bedep_dga_0x36a64c8a_0x7cd02d69_0x8cd006d2_table2_48"
"rcsjjmysjpjozuls.com","22","2015-01-30 00:00:00","2015-02-05 23:59:59","bedep_dga_0x36a64c8a_0x7cd02d69_0x8cd006d2_table2_48"
"wyqgnxrqsfbyqqisd.com","23","2015-01-30 00:00:00","2015-02-05 23:59:59","bedep_dga_0x36a64c8a_0x7cd02d69_0x8cd006d2_table2_48"
"kwkjwoazcgwvaqsyk7.com","24","2015-01-30 00:00:00","2015-02-05 23:59:59","bedep_dga_0x36a64c8a_0x7cd02d69_0x8cd006d2_table2_48"
"iyitligxwenehqh8.com","25","2015-01-30 00:00:00","2015-02-05 23:59:59","bedep_dga_0x36a64c8a_0x7cd02d69_0x8cd006d2_table2_48"
"pgtziovdtdvq.com","26","2015-01-30 00:00:00","2015-02-05 23:59:59","bedep_dga_0x36a64c8a_0x7cd02d69_0x8cd006d2_table2_48"
"ilchetzxwklll.com","27","2015-01-30 00:00:00","2015-02-05 23:59:59","bedep_dga_0x36a64c8a_0x7cd02d69_0x8cd006d2_table2_48"
"occklnxeswzdsuj.com","0","2015-01-30 00:00:00","2015-02-05 23:59:59","bedep_dga_0x4cdff15c_0x1bbae2d4_0xebbac96f_table3_36"
"fddsanhjbait.com","1","2015-01-30 00:00:00","2015-02-05 23:59:59","bedep_dga_0x4cdff15c_0x1bbae2d4_0xebbac96f_table3_36"
"sqyrldxqscxuwbj4u.com","2","2015-01-30 00:00:00","2015-02-05 23:59:59","bedep_dga_0x4cdff15c_0x1bbae2d4_0xebbac96f_table3_36"
"wicsujzoqtjrklm.com","3","2015-01-30 00:00:00","2015-02-05 23:59:59","bedep_dga_0x4cdff15c_0x1bbae2d4_0xebbac96f_table3_36"
"akqihbyteyzakxcs.com","4","2015-01-30 00:00:00","2015-02-05 23:59:59","bedep_dga_0x4cdff15c_0x1bbae2d4_0xebbac96f_table3_36"
"ecsylnccicnygs.com","5","2015-01-30 00:00:00","2015-02-05 23:59:59","bedep_dga_0x4cdff15c_0x1bbae2d4_0xebbac96f_table3_36"
"dbfjfivbweeal.com","6","2015-01-30 00:00:00","2015-02-05 23:59:59","bedep_dga_0x4cdff15c_0x1bbae2d4_0xebbac96f_table3_36"
"lmieqmgckqakmtvs.com","7","2015-01-30 00:00:00","2015-02-05 23:59:59","bedep_dga_0x4cdff15c_0x1bbae2d4_0xebbac96f_table3_36"
"vydktktlmezasuo.com","8","2015-01-30 00:00:00","2015-02-05 23:59:59","bedep_dga_0x4cdff15c_0x1bbae2d4_0xebbac96f_table3_36"
"eetbheuovriqvvq4.com","9","2015-01-30 00:00:00","2015-02-05 23:59:59","bedep_dga_0x4cdff15c_0x1bbae2d4_0xebbac96f_table3_36"
"jqccydjtdiqbcm.com","10","2015-01-30 00:00:00","2015-02-05 23:59:59","bedep_dga_0x4cdff15c_0x1bbae2d4_0xebbac96f_table3_36"
"xtuvjkwhccdrkgezaf.com","11","2015-01-30 00:00:00","2015-02-05 23:59:59","bedep_dga_0x4cdff15c_0x1bbae2d4_0xebbac96f_table3_36"
"vytgirzdbpiru.com","12","2015-01-30 00:00:00","2015-02-05 23:59:59","bedep_dga_0x4cdff15c_0x1bbae2d4_0xebbac96f_table3_36"
"puceqwcqwvyf43.com","13","2015-01-30 00:00:00","2015-02-05 23:59:59","bedep_dga_0x4cdff15c_0x1bbae2d4_0xebbac96f_table3_36"
"roofyezzlzywry.com","14","2015-01-30 00:00:00","2015-02-05 23:59:59","bedep_dga_0x4cdff15c_0x1bbae2d4_0xebbac96f_table3_36"
"hawqlioodaidv.com","15","2015-01-30 00:00:00","2015-02-05 23:59:59","bedep_dga_0x4cdff15c_0x1bbae2d4_0xebbac96f_table3_36"
"ielwuaguvjyz9y.com","16","2015-01-30 00:00:00","2015-02-05 23:59:59","bedep_dga_0x4cdff15c_0x1bbae2d4_0xebbac96f_table3_36"
"flxxincsamoptf44.com","17","2015-01-30 00:00:00","2015-02-05 23:59:59","bedep_dga_0x4cdff15c_0x1bbae2d4_0xebbac96f_table3_36"
"uwnzoundqtoh.com","18","2015-01-30 00:00:00","2015-02-05 23:59:59","bedep_dga_0x4cdff15c_0x1bbae2d4_0xebbac96f_table3_36"
"sezplbusazf6o.com","19","2015-01-30 00:00:00","2015-02-05 23:59:59","bedep_dga_0x4cdff15c_0x1bbae2d4_0xebbac96f_table3_36"
"nyxqzffyhkpoandgu.com","20","2015-01-30 00:00:00","2015-02-05 23:59:59","bedep_dga_0x4cdff15c_0x1bbae2d4_0xebbac96f_table3_36"
"rywfmhhbbalu.com","21","2015-01-30 00:00:00","2015-02-05 23:59:59","bedep_dga_0x4cdff15c_0x1bbae2d4_0xebbac96f_table3_36"
"tejbgcvyvwmhhgnl0p.com","0","2015-01-30 00:00:00","2015-02-05 23:59:59","bedep_dga_0x52eb3676_0x7952538d_0x89527836_table4_36"
"protggroqwlnjc4.com","1","2015-01-30 00:00:00","2015-02-05 23:59:59","bedep_dga_0x52eb3676_0x7952538d_0x89527836_table4_36"
"aewsewnhcmsrz.com","2","2015-01-30 00:00:00","2015-02-05 23:59:59","bedep_dga_0x52eb3676_0x7952538d_0x89527836_table4_36"
"ocjzwnjwlpd0x.com","3","2015-01-30 00:00:00","2015-02-05 23:59:59","bedep_dga_0x52eb3676_0x7952538d_0x89527836_table4_36"
"kcirxajmnhjuu.com","4","2015-01-30 00:00:00","2015-02-05 23:59:59","bedep_dga_0x52eb3676_0x7952538d_0x89527836_table4_36"
"ouvfyutpdhtsxol.com","5","2015-01-30 00:00:00","2015-02-05 23:59:59","bedep_dga_0x52eb3676_0x7952538d_0x89527836_table4_36"
"qzbxcletuze1p.com","6","2015-01-30 00:00:00","2015-02-05 23:59:59","bedep_dga_0x52eb3676_0x7952538d_0x89527836_table4_36"
"jyeuoekbmphstbkhyb.com","7","2015-01-30 00:00:00","2015-02-05 23:59:59","bedep_dga_0x52eb3676_0x7952538d_0x89527836_table4_36"
"jtoftrpjswsf9.com","8","2015-01-30 00:00:00","2015-02-05 23:59:59","bedep_dga_0x52eb3676_0x7952538d_0x89527836_table4_36"
"gpskwygdmahaw.com","9","2015-01-30 00:00:00","2015-02-05 23:59:59","bedep_dga_0x52eb3676_0x7952538d_0x89527836_table4_36"
"csbjngzewk2j.com","10","2015-01-30 00:00:00","2015-02-05 23:59:59","bedep_dga_0x52eb3676_0x7952538d_0x89527836_table4_36"
"skyyzwyntqpcjhh.com","11","2015-01-30 00:00:00","2015-02-05 23:59:59","bedep_dga_0x52eb3676_0x7952538d_0x89527836_table4_36"
"owbpkqusflfdvx.com","12","2015-01-30 00:00:00","2015-02-05 23:59:59","bedep_dga_0x52eb3676_0x7952538d_0x89527836_table4_36"
"twghhsdljpat.com","13","2015-01-30 00:00:00","2015-02-05 23:59:59","bedep_dga_0x52eb3676_0x7952538d_0x89527836_table4_36"
"zpjqtrwaurullg.com","14","2015-01-30 00:00:00","2015-02-05 23:59:59","bedep_dga_0x52eb3676_0x7952538d_0x89527836_table4_36"
"zksitacxbrqkap3d.com","15","2015-01-30 00:00:00","2015-02-05 23:59:59","bedep_dga_0x52eb3676_0x7952538d_0x89527836_table4_36"
"cihlknuhoutocrle6w.com","16","2015-01-30 00:00:00","2015-02-05 23:59:59","bedep_dga_0x52eb3676_0x7952538d_0x89527836_table4_36"
"qneijyngteetpmssp.com","17","2015-01-30 00:00:00","2015-02-05 23:59:59","bedep_dga_0x52eb3676_0x7952538d_0x89527836_table4_36"
"sltshwvpuejlioruqg.com","18","2015-01-30 00:00:00","2015-02-05 23:59:59","bedep_dga_0x52eb3676_0x7952538d_0x89527836_table4_36"
"fsonnqtxncuiyhw.com","19","2015-01-30 00:00:00","2015-02-05 23:59:59","bedep_dga_0x52eb3676_0x7952538d_0x89527836_table4_36"
"zieumpkkkreutncey.com","20","2015-01-30 00:00:00","2015-02-05 23:59:59","bedep_dga_0x52eb3676_0x7952538d_0x89527836_table4_36"
"tpkxhpuurnapbjjyu.com","21","2015-01-30 00:00:00","2015-02-05 23:59:59","bedep_dga_0x52eb3676_0x7952538d_0x89527836_table4_36"
